ID;Nazwa;Ilosc Real;Ilosc Fakt;Roznica Fakt Norm
75479;New baby grzechotka z dodatkami hipopotam 048363;0;1;1
75472;New baby grzechotka słonik różowy 048240;0;1;1
75473;New baby grzechotka słonik miętowy 048240;0;2;2
75474;New baby grzechotka piesek różowy 048240;0;2;2
75475;New baby grzechotka piesek miętowy 048240;0;1;1
75490;New baby grzechotka miś różowy 048264;0;3;3
75491;New baby grzechotka miś miętowy 048264;0;2;2
71256;New Baby - Sprężynka pluszowa z dodatkami 049544;4;4;0
71149;New Baby - Słonik zawieszka z dodatkami 049568;2;2;0
71248;New Baby - Pozytywka słonik 18cm 049506;1;1;0
71249;New Baby - Pozytywka piesek 18cm 049506;0;0;0
71250;New Baby - Pozytywka osiołek 18cm 049506;2;2;0
71255;New Baby - Pozotywyka osiołek 22cm 049582;2;2;0
71253;New Baby - Pozotywyka króliczek 22cm 049582;2;2;0
71246;New Baby - Piesek zawieszka z dodatkami 25cm 049575;0;0;0
71147;New Baby - Piesek zawieszka z dodatkami 049568;1;1;0
71141;New Baby - Osiołek Grzechotka z dźwiękiem 21cm 049537;1;1;0
71244;New Baby - Miś zawieszka z dodatkami 25cm 049575;1;1;0
71140;New Baby - Miś Grzechotka z dźwiękiem 21cm 049537;2;2;0
71267;New Baby - Grzechotka Słonik 16cm 049513;0;1;1
71265;New Baby - Grzechotka Piesek 16cm 049513;0;1;1
71263;New Baby - Grzechotka Miś 16cm 049513;0;0;0
265;Nasza Ziemia Quiz 804525;10;1;-9
264;Nasza Polska Quiz 804501;20;2;-18
263;Nasza Europa Quiz 804518;10;2;-8
3089;NARZĘDZIA+WIERTARKA W SKRZYNCE /MP23440T/       234404;0;0;0
14465;NARZęDZIA WIERTARKA;0;0;0
74232;Narzędzia podkoszarka 962711;27;49;22
1912;Nakręcanki do kąpieli - 2 rybki 305081;60;60;0
5158;Nakręcanki 303575;0;0;0
5099;Nakręcanki-zolw  220027;0;0;0
278;Nakręcanka piesek /display 12szt/03033;0;0;0
5161;Nakręcanka myszka /12szt displ/302905, 67247;102;128;26
5101;Nakrecanki-hipopotam   220065;0;1;1
5100;Nakrecanki- krokoldyl 220034;0;4;4
363;NAKLEJKI WYPUKŁE /ZRYL0004-003/                 054929;0;0;0
709;NACZYNIA Z KUCHENKĄ W WORKU /ZRH1229/           113152;0;0;0
4326;NACZYNIA W SIATCE                               123582;13;6;-7
3188;Naczynia 617494;0;4;4
729;Na grzyby 301546;4;4;0
14464;MYSZKI W PUDEłKU;0;0;0
1689;Myszki nakręcane 12 szt. box 809800, 894193;140.0333;306;165.9667
3905;MYSZKA NAKRĘCANA MNJ. X 12SZT875642, 968935, 875642;514;542;28
4072;MYSZKA NAKRĘCANA ;0;0;0
1426;Muzyczne pianinko 304619;0;0;0
338;MUCHA ZE ŚWIATŁEM NACIĄG SZNUREK /14364/BC      617954;0;0;0
2501;Mozaika 142637;12;12;0
468;Mozaika 131631;0;0;0
3960;Mozaika 100125;0;0;0
2682;MOTYLKI-MAGNESY  /K8889/5                       158880;0;0;0
4581;Motorówka na baterie 966241;12;12;0
32736;"Motorek ""Sport New"" /050179/";0;1;1
32735;"Motorek ""Mati"" /050360/";0;1;1
72733;"Motorek ""Cross"" 050186";0;3;3
72734;"Motorek ""Cross 2"" 050261";0;2;2
3950;MOTOR Z KOSZEM NA BATERIE  /G040439/      50097,879183;0;0;0
71277;"Motor wyścigowy ""Kros"" 016232";8;13;5
71275;"Motor wyścigowy ""Bajk"" 008978";10;21;11
71372;Motor strażacki (NL) (w woreczku) 071316;3;8;5
71371;Motor ratowniczy (NL) (w woreczku) 048097;0;1;1
71373;Motor policyjny (NL) (w woreczku) 071323;1;2;1
71278;"Motor policyjny ""Chopper"" 008947";10;19;9
1809;MOTOR COOPER ŚW./DZW. /TG363197/  WOREK         876632;0;0;0
15041;Motor B;2;2;0
4277;Motor 93745 /993745/;0;1;1
15040;Motor 2;0;2;2
1201;MOTOCYKLISTA 20CM. W WORKU /G075650/            966579;0;0;0
5299;Motocykl, światło,dzwięk /162787/;8;13;5
1607;Motocykl z napędem 400587;49;72;23
4435;MOTOCYKL                                        008804;0;3;3
5029;Młynek do piasku;0;0;0
4209;Młotek piszczący 992915,919236, 879213;75;168;93
4406;MłOTEK PISZCZąCY                                879220;4;20;16
1322;Młotek na baterie /G1516/123896/;0;0;0
40;Młotek na baterie 115433;0;6;6
986;Młotek na baterie 112234;10;11;1
3191;Młotek Grzechotka 400280;0;3;3
5311;Młotek edukacyjny, św.,dźw./TA384/392282/;0;0;0
3104;Młotek edukacyjny, św, dźw /392282/;0;0;0
4407;MLOTEK PISZCZąCY                              879213;0;0;0
5261;Miś Zbyś 2 kolory z kokardką 23 cm  /046345 / ;0;0;0
1203;Miś Superbohater w bluzeczce 4 kolory 20cm /046239/;0;0;0
5253;Miś popielek 28cm w sukience /047182/;3;3;0
1202;Miś Lilian 2 Kolory 31 cm /046024/;0;0;0
5266;Miś i Piesek Bebik 23 cm;0;0;0
75501;Miś Grzegorz 55 cm 045287;3;5;2
1200;Miś Gift 20cm (siedzący 2 kolory /036599/;0;0;0
1173;Mistrz Słowa-Mini  003475;0;0;0
5152;Mirofon na baterie 808957;0;0;0
2764;Mini konik /24szt display/ 405544;57;57;0
4438;MINI GOLF                                       008774;0;9;9
5324;Mini cymbergaj na baterie /G030814/ 920557/;0;2;2
4151;Mini bilard blister 817324;11;26;15
75480;Miluś z dodatkami żabka 048295;0;0;0
75471;Miluś z dodatkami miś 048318;0;0;0
75470;Miluś z dodatkami króliczek 048318;0;1;1
75481;Miluś z dodatkami kaczka 048295;0;0;0
75487;Miluś słonik z dodatkami różowy 048226;0;1;1
75486;Miluś słonik z dodatkami miętowy 048226;0;0;0
75608;Miluś - zwierzątka z grzechotką słonik 19 x 19cm 049605;2;2;0
75609;Miluś - zwierzątka z grzechotką osiołek 19 x 19cm 049605;1;1;0
75610;Miluś - Sowa z dodatkami 17x19,5cm 049377;5;5;0
75607;Miluś - Słonik 25x25cm 049230;2;2;0
75604;Miluś - Piesek 25cm x25cm 049278;2;2;0
75605;Miluś - Owieczka 25x25 cm 049261;2;2;0
75611;Miluś - Miś 25x25cm 049308;3;3;0
75612;Miluś - Miś 25 x 25cm 049254;4;4;0
75606;Miluś - Hipcio 25x25 cm 049223;2;2;0
4052;Mikser /118007/;0;0;0
3675;Mikser 142279;11;11;0
4051;Mikser  /118403/;0;0;0
1862;Mikrofon,  światło, dźwięk 398116;0;5;5
5535;Mikrofon z funkcją nagrywania, św, dźw 203082;1;4;3
2817;MIKROFON STOJĄCY B/O. NO.5867  /G057294/  60249,617923;0;0;0
5368;Mikrofon na baterie /717877/ MPE71787;0;3;3
192;Mikrofon na baterie 802757;11;22;11
882;Mikrofon Karaoke BO 312935;12;12;0
5533;Mikrofon echo ze światłem 398734;0;2;2
4412;MIKROFON ECHO                                  802795;7;19;12
1791;MIKROFON B/O. CZARNY  NO.1319A                  293607;0;0;0
3633;Mikrofalówka /ZR3214N/6960315/;0;0;0
1875;Miękki wąż w siatce, pełny dł. 75 cm. 203181;0;0;0
180;Miękka ślizgo-piłka 392749;0;0;0
52;Miękka piłka i kostka /004636/;0;0;0
4547;Miecze z bańkami;0.0001;16.2501;16.25
4388;Miecz z bańkami /display 30szt/962872;461;522.7;61.7
4220;Miecz z bańkami /display 24szt/ 962889;240;252;12
2820;Miecz z bańkami /24szt display/ 965934;0;50;50
4388;MIECZ Z BAńKAMI                               62872;0;0;0
4548;Miecz z bańkami;0.3337;15.7917;15.458
1056;MIECZ ŚWIECĄCY  /HL319111/  WOREK               271120;5;11;6
5244;Miecz piankowy (12 szt.);0;31;31
5234;Miecz piankowy (12 szt) ;0;30;30
5237;Miecz na baterie /G075687/;0;0;0
4262;MIECZ NA BATERIE;42;70;28
3128;Miecz na bańki mydlane /display 24szt/134380;0;95;95
4413;MIecz na bańki mydlane 112265;4;48;44
2917;Miecz na bańki mydlane 112241;31;32;1
2739;Miecz na bańki mydlane 090310;5;5;0
685;Miecz na bańki 24 szt. display 479829;0;0;0
2837;Miecz na bańki 064328;2;19;17
3788;Miecz do baniek j. polski /display 24szt/ 800098;144;336;192
4075;Miecz do baniek (24 szt. w op.) 968986;145;151;6
2937;Metalowy samochód dostawczy, św.  /8 szt. w op./ 399922;0;7;7
5195;Metalowe samochodziki box (24 szt. w op.) 392091;0;4;4
823;Metalowe Samochody SUV, /display 18szt/ 399335;2;2;0
1119;Metalowe autka sportowe, frict., (12 szt. w op.) 397157;0;0;0
616;MERC. 1:24 F/F.RADIO+ŁADOW.  /Q2192/            120550;1;1;0
5627;Megafon na bańki mydlane 137343;40;56;16
11261;Meble Zuzia 980615;5;0;-5
5023;Meble dla lalek 996347;0;0;0
5543;Mebelki 136544;0;10;10
3361;Mebelki 135981;0;0;0
15654;Maxima;0;1;1
424;MATERAC PLAŻOWY 208X116CM. /469079/             469079;0;1;1
5663;Materac Neon 408828;8;8;0
4054;Mata na baterie /132362/;0;0;0
3012;Mata Grająca 401188;2;2;0
2760;Mata dziecięca /MPH35979X/359794/;2;2;0
5337;Mata drogowa z samochodem 816568;0;0;0
5568;Mata drogowa z samochodem 8030440;20;18;-2
1079;Mata do kolorowania /129997/;0;0;0
1078;Mata do kolorowania /129980/;0;0;0
114;Mata dla Bobasa 973218;1;1;0
3623;Mata 967402;0;0;0
1197;Maszynka do mięsa 137442;0;1;1
5239;Maszyna rolnicza z przyczepą /G077917/;2;12;10
5179;Maszyna rolnicza z paczkarką997818, 203495;8;35;27
5181;Maszyna rolnicza 997795, 203501;0;26;26
5119;Maszyna rolnicza 997788;0;3;3
5172;Maszyna rolnicza 997757;0;1;1
4527;Maszyna rolnicza 3997801;0;0;0
69;MASZYNA ROLNICZA  /157257/   MANITU M           572570;0;0;0
2895;Maszyna do szycia 144563;1;0;-1
4050;Maszyna do szycia  118892, 303025;0;0;0
2132;MASZYNA BUDOWLANA NO.3316 /X1751/ MANITU 572394;0;0;0
5240;Maszyna budowlana /G089704/;26;37;11
3115;Maszyna budowlana /113651/;0;0;0
4525;maszyma budowlana 51551;0;12;12
4253;MASKOTKA WIEWIÓR;0;18;18
4256;MASKOTKA SID;0;10;10
4254;MASKOTKA PINGWIN;0;10;10
4251;MASKOTKA PIES;0;26;26
4258;MASKOTKA MINI;0;18;18
3732;Maskotka konik z dźwiękiem406596;16;37;21
3699;Masa plastyczna pizza 131044;0;0;0
1900;Masa plastyczna 4 pojemniki 090617;8;11;3
2918;Masa plastyczna /12 szt./ 65450;0;0;0
2850;Masa plastyczna 967969;30;30;0
98;Masa plastyczna 544152;69;71;2
2314;Masa plastyczna 145331;2;5;3
314;Masa plastyczna 144549;9;9;0
3695;Masa plastyczna 137350;6;10;4
1901;Masa plastyczna 131037;0;4;4
3693;Masa plastyczna 130979;0;1;1
1872;Masa plastyczna 127177;9;9;0
73959;Masa plastyczna - Glut Owoc /18szt display/ 967389;0;0;0
795;Masa pierdząca, świnka /display 12szt/ 205062, 391186;48;74;26
3009;Manitu 968942, 572570;3;11;8
1077;Mała Syrenka-Calineczka /324238/;0;0;0
5003;Malowidła dla lalek 875543;0;0;0
5153;Malowidła dla lalek 809077;0;0;0
5154;Malowidła dla lalek 809060;0;0;0
5150;Malowidła dla lalek 805512;92;116;24
5309;Malowidła dla lalek /TG220150/ 875123/;0;4;4
3281;Malowidła dla lalek /803914/;0;0;0
3701;Malowidła dla lalek 985273;0;0;0
2869;Malowidła dla lalek 942955;0;20;20
4015;Malowidła dla lalek 873501;0;2;2
5002;Malowidła dla lalek 873495;22;41;19
1923;Malowidła dla lalek 870838;24;37;13
1802;Malowidła dla lalek 822472;0;21;21
1748;Malowidła dla lalek 400259;0;2;2
5333;Malowidła dla lalek  /986485/;0;0;0
5335;Malowidła dla lalek  /956839/;0;0;0
2063;MALOWIDŁA 4CZĘŚCI-KSIĘZYC  /MPD70396/           703962;0;0;0
1760;Make it real - Zestaw kreatywny Bransoletki z Literkami 012052;6;6;0
1212;Magiczny piasek 986683;7;8;1
1575;Magiczny Piasek 977957;0;0;0
73560;Magiczne Koła 1348-2;0;0;0
90;ŁYŻECZKI SYLIKONOWA KOŃCÓWKA 2SZT./PB3207/      085121;15;16;1
5020;Łuk w folii 0082976;0;27;27
5242;Łuk na blistrze 981770;0;0;0
939;Łuk na blistrze 427922;0;4;4
2194;ŁUK 42CM +3 STRZAŁY /HL315307/ WOREK            035428;0;0;0
5015;Łuk + kolczan 0106013;0;21;21
71234;Łóżeczko składane dla lalek Nr3 (6 elem.) (w woreczku) 062055;2;3;1
71233;Łóżeczko składane dla lalek Nr2 (5 elem.) (w woreczku) 062048;3;3;0
13611;łóżeczko małe;1;4;3
11584;Łóżeczko duże;0;2;2
10179;Łóżeczko 980509;4;3;-1
71238;Łóżeczko-huśtawka dla lalek Nr3, składane (8 elem.) (w woreczku) 062079;0;0;0
71389;Łóżeczko-huśtawka dla lalek Nr3, składane (8 elem.) (w woreczku) 062079;2;3;1
71235;Łóżeczko-huśtawka dla lalek Nr2, składane (7 elem.) (w woreczku) 062062;0;0;0
5504;Łowienie rybek na magnes 398635;6;17;11
768;ŁOPATKA,GRABKI /HEM/                            002462;0;0;0
70166;Łopatka duża 163025;26;20;-6
70754;Łopata duża Viking163148;50;25;-25
4367;łAPACZ                                          63060;0;32;32
107;Lusterko św, dźw, display 12szt /397478/;1;2;1
3003;Lotnisko 966092;1;6;5
5180;Lotki do kometki 035398;9;28;19
5128;Lotki 3 szt;33;49;16
2610;Lornetka135967;0;0;0
72902;Lornetka Plastik0070716, 137231;134;211;77
5398;Lornetka 6szt/Display  179606;0;14;14
4393;Lornetka 000876, 947281, 964807;132;166;34
5317;Lokomotywki nakręcane 392596;0;73;73
1546;LOKOMOTYWKA Z TOREM  /17526/                    614960;0;0;0
3817;Lokomotywka B&GO, św dźw 208414;31;33;2
1382;LOKOMOTYWKA - TELEFON DZW/ŚW. /ZM003/           106888;0;0;0
3848;Lokomotywa, św, dźw. /396747/;0;0;0
4098;Lokomotywa na baterie mówi po polsku 818741;82;87;5
4177;Lokomotywa na baterie /461483/;0;0;0
97;Lokomotywa kolorowa na baterie /display 8szt/ 403132;21;28;7
5281;Lizak policyjny/125449/;0;0;0
2496;Lizak policyjny 136827;5;26;21
448;Lizak policyjny 131808;0;12;12
5163;Litery i cyfry magnetyczne 304060;6;0;-6
3051;Literki magnetyczne 402647;6;4;-2
866;Literki i cyferki 003864;0;0;0
4538;Liczydło mini;0;2;2
4537;Liczydło;0;0;0
1189;Liczmany  013481;6;6;0
5319;Leżaczek z wibracjami /95009/;0;0;0
5321;Leżaczek dla dziecka do 18 kg. wibracje, dźwięk /94583/;0;0;0
5323;Leżaczek dla dziecka do 18 kg. wibracje, dźwięk /394590/;0;0;0
5322;Leżaczek dla dziecka do 18 kg. wibracje, dźwięk /394576/;0;0;0
5320;Leżaczek  z wibracjami i dźw. do 18 kg. /395061/;0;0;0
1070;Leśne przygody Pszczółki /324283/;0;0;0
3692;LEKARZ W PUDEŁKU  /MPJ88785/              86625,887853;0;0;0
3175;Laweta z autkami 398420;0;0;0
5539;Laweta z autami 301190;5;13;8
5630;Latawiec orzeł 148219;0;0;0
2576;Latawiec nietoperz 134953;0;0;0
3001;LATAWIEC DO MONTAŻU PLASTIKOWY /G029112/        955528;2;7;5
5628;Latawiec 147519;20;20;0
5629;Latawiec 147496;20;20;0
5632;Latawiec 147489;0;6;6
5631;Latawiec 147472;10;10;0
184;LATAJĄCY SOLARNY MOTYLEK  /BJ/2015              615653;3;0;-3
814;Latający dysk ze światłem 399052;0;0;0
684;LATAJĄCA BILA MNJ.W SIATCE 303223;4;6;2
1679;LATAJĄCA BILA 300543;0;1;1
4135;Lama gniotek /12 szt. w op./311235;1;25;24
5353;LALKA+MAŁA Z WÓZKIEM NA KARCIE /MPA20197/       201970;0;0;0
5393;Lalka689978;0;0;0
113;Lalka ze zwierzętami 996781;0;0;0
4305;Lalka ze skuterem/969246/;0;5;5
4572;Lalka ze skrzydełkami na baterie 870487;5;33;28
5223;Lalka ze skrzydełkami 341644;0;0;0
599;Lalka zakochana księżniczka w różku 29cm /display 12szt/ 300819;0;3;3
435;Lalka zakochana księżniczka 29cm w różku /display 12szt/ 300833;0;10;10
1487;Lalka z koniem 998525;0;0;0
1145;Lalka z koniem 996866;0;0;0
5326;Lalka z dźwiękiem /G090049/985761/;0;0;0
4032;Lalka z dzieckiem + akc. 576836, 571008;16;33;17
5334;Lalka z akcesoriami /952480/;0;0;0
5332;Lalka z akcesoriami /941101/;0;0;0
5330;Lalka z akcesoriami /879114/;0;0;0
1705;Lalka z akcesoriami 996903;2;3;1
101;Lalka z akcesoriami 996873;13;32;19
1579;Lalka z akcesoriami 996842;0;4;4
2038;Lalka z akcesoriami 9402376;0;1;1
4184;Lalka z akcesoriami 819526;0;0;0
4183;Lalka z akcesoriami 818833;2;2;0
1727;Lalka z akcesoriami 408262;34;36;2
1351;LALKA Z AKCESORIAMI  /G089752/986126/;0;0;0
987;LALKA WRÓŻKA LATAJĄCA MNJ. /MPE97965/           979657;0;0;0
4021;Lalka w zestawie 034554;0;0;0
4020;Lalka w zestawie    033021;0;0;0
186;Lalka w sukni balowej /TAT2068-19/393500/;0;0;0
289;Lalka w nosidełku 964975;32;34;2
5645;Lalka w nosidełku 148882;0;3;3
5596;Lalka w ciąży 136261;13;18;5
5265;Lalka Tosia 35 cm;0;1;1
14463;LALKA śWIECąCA;0;0;0
2593;LALKA ŚPIEWAJACA Z AKCESORIAMI /KT6300F/        000747;0;0;0
1588;Lalka Szmacianka Mała 819647, 878711;34;50;16
5340;Lalka szmacianka j.polski /TG400738/810684/;0;0;0
5647;Lalka szmacianka Dorotka śpiewająca i mówiąca po polsku 145126;34;36;2
1587;LALKA SZMACIANKA 30CM. /PG2870/                 828700;0;0;0
3056;LALKA SZMACIANKA  J.POLSKI  /TG400737/810691/;16;7;-9
4442;LALKA SZMACIANKA                               009375;0;4;4
945;Lalka Syrenka ze światłem 939597;0;7;7
2755;Lalka syrenka ze światłem 410340;96;96;0
2056;Lalka syrenka na baterie 879985;0;4;4
1309;LALKA SYRENKA 35CM.+AKC. /TA532-4/  BLIST       004902;0;0;0
122;Lalka Syrenka 29cm Display 12/48 300710;0;2;2
3743;LALKA SYRENKA + AKC. /MPF42433/  PUD.           424331;0;0;0
3181;Lalka syrenka 993004, 408866;80;80;0
1312;Lalka syrenka 300925;0;11;11
3480;Lalka superbohaterowie 300414;0;17;17
5372;Lalka sikająca/B764/133154/;0;0;0
538;Lalka sikająca bateria 105847;0;1;1
5378;Lalka przytulanka z dźwiękiem 982821;0;0;0
1163;LALKA PRZYTULANKA J.POLSKI 972020,877356;52;89;37
4395;LALKA PARKA W WORKU                             113070;0;6;6
4394;LALKA PARKA W WORKU                             113060;0;0;0
1548;Lalka na skuterze 307979;0;1;1
200;Lalka malutka w szafie 403859;0;0;0
550;Lalka malutka /display 12szt/ 04016;0;8;8
5264;Lalka Maja 20cm  /045836 / ;0;0;0
131;Lalka magiczna baletnica ze skrzydełkami 29cm /display 12szt/ 300680;0;13;13
382;LALKA LODOWA 2SZT.W PUDEŁKU                     293726;0;0;0
535;Lalka księżniczka Gala 29cm /display 12szt/ 300703;0;0;0
4199;Lalka dźwiękowa masza 812787;0;3;3
71846;Lalka duża siedząca ;0;1;1
159;Lalka Dorotka śpiewająca i mówiąca po polsku 116881;3;3;0
85;Lalka Dorotka śpiewająca i mówiąca po polsku 116799;3;3;0
5545;Lalka Dorotka śpiewająca i mówiąca po polsku 116478;0;0;0
537;Lalka Dorotka śpiewa i mówi po polsku 127528;0;0;0
539;Lalka Dorotka śpiewa i mówi po polsku 121779;0;2;2
3166;Lalka Dorotka szmacianka śpiewa i mówi po polsku 141531;0;1;1
880;Lalka Dorotka szmacianka śpiewa i mówi po polsku 106660;0;0;0
2985;Lalka Dorotka szmacianka śpiewa i mówi po polsku 106653;0;1;1
4060;Lalka Dorotka szmacianka śpiewa i mówi po polsku 105960;0;24;24
4059;Lalka Dorotka szmacianka śpiewa i mówi po polsku  /109678/;0;0;0
4058;Lalka Dorotka szmacianka śpiewa i mówi po polsku  /109661/;0;0;0
4061;Lalka Dorotka szmacianka śpiewa i mówi po polsku  /106660/;0;0;0
4062;Lalka Dorotka szmacianka śpiewa i mówi po polsku  /106622/;0;0;0
3106;Lalka Dorotka mówiąca i śpiewająca po polsku /116775/;0;4;4
5646;Lalka Dorotka Bobas śpiewająca i mówiąca po polsku 116782;21;26;5
5343;Lalka długie włosu j.polski 55 cm /TG000022/804898/;0;0;0
5542;Lalka chłopiec 140633;14;16;2
3876;LALKA CHŁOPAK  /TG364289/                       879107;0;0;0
133;Lalka Bobas Zuzia z akcesor (Pielucha, butelka) 309225;0;1;1
3729;Lalka bobas z akcesoriami 999959;1;2;1
5339;Lalka bobas j.polski 37 cm877257;0;5;5
5149;Lalka bobas j.polski 877370;13;46;33
1101;LALKA BALOWA  /G075791/;0;0;0
4308;LALKA 969277;0;0;0
4307;LALKA 969260;0;15;15
4306;LALKA 969253;0;0;0
911;LALKA 8SUKIENEK + AKC. 256405,564053,289778, 1070082;0;5;5
3320;Lalka 6 wz. 201446;0;10;10
4035;Lalka 6 szt. display 996255;0;0;0
73567;Lalka 5682A-2 422823;70;28;-42
73566;Lalka 558-C 417317;0;20;20
3015;Lalka 471964;10;19;9
2702;LALKA 4 dzw: 14' /MPH8436/084399/;0;5;5
408;"LALKA 12 DZW. 16"" PIJE/SIUSIA /MPH08436/        084368";0;2;2
915;Lalka 11.5 inch403491;169;166;-3
1604;Lalka 11.5 inch tuba 401060;9;12;3
2590;"LALKA 11"" SOFIA 966074";0;0;0
1866;"LALKA 11""  ""SPARKIE""  225877";0;3;3
2852;Lalka + ubranka 008132;0;0;0
4037;Lalka + akc.  /537734/;0;0;0
611;LALKA + 4 SUKIENKI /961849/                     618490;0;0;0
1855;LALKA + 30  SUKIENEK  /034956/                  349560;0;0;0
1170;LALKA + 11 SUKIENEK,AKC. /TG219703/             803594;0;0;0
2973;Lalka /995270/;0;0;0
420;Lalka /994100/;0;0;0
3124;Lalka /164907/;0;0;0
433;"Lalka ""Magiczna baletnica"" 29cm /display 12szt/ 300697";0;6;6
5506;Lalka 996710;0;12;12
3053;Lalka 995937;0;6;6
2046;Lalka 989954;24;17;-7
3363;Lalka 984460, 980004;77;47;-30
5591;Lalka 973911;0;15;15
2251;Lalka 910009;29;37;8
4042;Lalka 892008;24;33;9
5553;Lalka 707376, 170700;58;64;6
5625;Lalka 564008;5;7;2
5507;Lalka 515474;0;8;8
2701;Lalka 487629;0;0;0
1779;Lalka 410388;68;69;1
5528;Lalka 389670;1;3;2
5523;Lalka 341644;0;13;13
4034;Lalka 30961, 074510;0;0;0
4169;Lalka 285605;0;0;0
2212;Lalka 160000,160006;9;14;5
2692;Lalka 153455;17;31;14
5529;Lalka 147351;25;39;14
5199;Lalka 094516;25;45;20
5525;Lalka 070148;0;2;2
2211;Lalka 060002;16;20;4
5056;Lalka 043842;12;23;11
3707;Lalka 018327;6;6;0
25391;Lalka ;0;9;9
4328;LALKA                                           119530;0;0;0
14462;LALKA;0;0;0
3576;Laleczki /TAT2068-19/393500/;0;0;0
1251;Laleczki - bobasy z akc. /6 szt. w op./ 200883;0;14;14
3424;Laleczka z pieskiem 146925;2;14;12
4821;Laleczka z garderobą i akcesoriami 205543;17;19;2
271;Laleczka Sally 313147;39;39;0
88;Laleczka Sally - Zestaw z pieskiem 313178;7;7;0
772;Laleczka Sally - Zestaw różowa kuchnia 313161;7;7;0
624;Laleczka Sally - Zestaw Niebieska Kuchnia 313154;8;8;0
5622;Laleczka mini z pieskiem 146888;6;11;5
7;LADOWARKA 29CM /548784/                         487847;18;20;2
75673;"Kuter ""Patrol"" 047212";5;5;0
3019;KUSZA NA KARCIE 43X28CM. /92663/NC              992663;0;0;0
5024;Kusza drewnina;0;9;9
4276;KUSZA;1;0;-1
1794;Kulki żelowe mix kolorów 967150;18;47;29
5147;Kulki wodne 879459;8;222;214
63;KULKI WODNE  X20 805727;39;1295;1256
524;KULKI W GRANACIE  X24 ;0;174;174
74523;Kulki Srebrne 6mm 719565;0;19;19
4264;KULKI GRANAT;0;4;4
70955;Kulki do pistoletów / 24 szt. w op./ 988656;384;720;336
74461;Kulki 800szt opakowanie707167, 262312;0;223;223
70394;Kulki 6 mm granat mały 800-4;0;223;223
14460;KULKI 6 MM 1000 SZT;3;0;-3
4287;KULKI;0;22;22
4286;KULKI;0;50;50
5227;Kula z kitą 964005;0;55;55
3677;KULA SFERA MNJ. W FOLII  /MPA31959/             319590;10;12;2
5117;Kula sfera   301267;0;0;0
525;KULA MAGICZNA  X 12SZT /G076031/                970330;0;0;0
4543;Kula magiczna;0;3;3
2477;Kula grzechotka 398918;9;28;19
3090;Kula grzechotka 398901, 817300;0;42;42
4363;KUFEREK                                         002202;1;1;0
542;Kucyk w jajku 12.5cm 300544;0;0;0
938;Kucyk 7cm w jajku 300537;4;5;1
3749;KUCHNIA Z AKC./630548/ZR008-87A/;0;0;0
2481;KUCHNIA WIELOFUNKCYJNA 100CM. /MR/        ;0;5;5
2325;KUCHNIA ŚW/DZW. 63X45CM. /ZR661-51/             096691;0;0;0
3614;KUCHNIA /6305531/ZR008-97A/;0;0;0
5354;Kuchnia /103410/;0;0;0
2431;KUCHNIA (SWIATŁO,DZWIĘK) NO.3151 /G014207/      908494;0;0;0
12504;Kuchenka 980295;3;5;2
99;KUBEK ZE SŁOMKĄ 180ML. /PB8203/                 085107;2;2;0
4263;Kubeczki piramidka z autkiem 303803;3;5;2
728;Ktoś TY ? 301539;3;3;0
5148;Księżyc muzyczna zabawka 308075;10;12;2
5248;Królik Nina z szalem różowym 30cm /044655/;0;0;0
1075;Królewna Śnieżka - Legenda o Smok Wawelski  /324146/;1;1;0
617;Krokodyl gumowy z piszczkiem /display 12szt/ 402418;8;38;30
10777;Kręgle w koszyku;5;2;-3
32732;Kręgle Maxi 6+1 /050483/;0;6;6
39;KRĘGLE MAŁE /TOYS/                              306084;0;0;0
10222;Kręgle Duże;2;1;-1
4374;KREDA DO ASFALTU                                68768;31;37;6
5129;Kreda 112869;0;0;0
783;KÓŁKO NADM.51CM.-HELLO KITTY /SP56200/          562008;0;0;0
419;Kowboje Strażacy 300419;4;4;0
4243;KOSZYKÓWKA;8;8;0
4261;KOSZYKÓWKA;12;13;1
4105;Kostki do gry 134922;22;22;0
527;Kostka średnia 968027;275;240;-35
5173;Kostka magiczna 923794/810486/;0;0;0
1722;Kostka magiczna 990277;14;25;11
1972;Kostka magiczna 967075;0;18;18
2029;Kostka magiczna 926658;18;55;37
1772;Kosmita do ściskania /12szt w display/ 405841;0;0;0
5189;Kosiarka z bańkami 60915;0;13;13
870;KOSIARKA DO TRAWY  /SYP/                        300095;0;0;0
12812;Kosiarka 2;4;8;4
2181;Koraliki zestaw Sowa 311761;11;14;3
1847;Koraliki Zestaw 311679;3;9;6
3011;Koraliki do nawlekania 977728;0;4;4
2635;Koraliki 136674;2;17;15
2407;KOPARKO - SPYCHACZ /SYP/  SIATKA                300217;0;0;0
921;KOPARKA NO.312  40CM./60328/  KLOSZ             960328;0;0;0
3251;KOPARKA na radio /TG364150/ 803198/;0;0;0
5167;Koparka na kołach 992939,94049;0;0;0
5601;Koparka na kabel 192377;2;3;1
15038;Koparka mała;4;2;-2
75228;Koparka duża na napęd 0045569;0;7;7
15039;Koparka Duza;0;1;1
4212;Koparka 93554/993554/;0;13;13
2841;KOPARKA 45CM.  KLOSZ 48362,273440;0;3;3
4144;Koparka 40cm worek 404399;6;7;1
1978;Koparka 30cm worek 403286;11;11;0
