ID;Nazwa;Ilosc Real;Ilosc Fakt;Roznica Fakt Norm
3804;TRAKTOR 830822;11;24;13
5075;Traktor 797472, 872160, 902874, 490713;0;6;6
4519;Traktor 764192, 807332;0;0;0
4487;TRAKTOR 764156;0;1;1
5078;Traktor 643814, 872153;4;6;2
4484;TRAKTOR 41128025, 934912;0;120;120
188;Traktor 411192;0;3;3
5081;Traktor 411086;0;0;0
4347;Traktor 410546;25;0;-25
2201;Traktor 405942;8;12;4
4141;Traktor 405676;27;28;1
2204;Traktor 405584;41;48;7
5637;Traktor 405409;25;32;7
4494;TRAKTOR 2696617;1;14;13
2203;Traktor 260152;8;23;15
5062;Traktor 222813;0;6;6
4159;Traktor 219055;72;129;57
3598;TRAKTOR 157230, 572301;22;27;5
4485;TRAKTOR 128926, 938538;202;293;91
5370;Traktor 109912;0;0;0
5063;Traktor  z wozem paszowym 222639;0;4;4
4520;TRAKTOR  belownica  643630;17;18;1
3101;TRAKTOR  642374;0;0;0
5307;Traktor  114422;5;13;8
4496;TRAKTOR   /701454/;0;0;0
1464;Traktor   /573510 /;0;0;0
4478;TRAKTOR   /483939/;0;22;22
4453;TRAKTOR                                         962643;0;5;5
4301;TRAKTOR;0;15;15
4300;TRAKTOR;0;16;16
5055;Traktor;0;2;2
5054;Traktor;0;0;0
5049;Traktor;0;0;0
4103;Tort do krojenia 137084;0;0;0
75420;Torebka z pieskiem 0910-1 /12 szt pakowane/;107;509;402
75624;Torebka z pieskiem / 12 szt. w op./ 0910-3 109013;17;41;24
73998;Torebka z konikiem /12szt opakowanie/7-1 0910-1;18;30;12
1605;Torebka z akcesoriami 122011;14;16;2
71623;Torebka pluszowa uśmiech 1248-13 ;26;15;-11
70633;Torebka pluszowa 0910-7;10;13;3
3735;TOREBKA PLASTIK. ŚWIATŁO  /O1273/               101573;0;0;0
2110;Torebka papierowa 9402659;0;7;7
2068;Torebka papierowa 402680;14;20;6
2067;Torebka papierowa 402673;0;5;5
2066;Torebka papierowa 402666;3;14;11
5664;Torebka na prezenty 32/26/12.5 147595;24;24;0
5665;Torebka na prezenty 30/26/12.5 147342;23;24;1
736;Torebka na prezenty 135325;19;19;0
71690;Torebka miś 1201;0;16;16
2124;Torebka kotek/piesek 12 szt. w foli 994688;0;0;0
2245;Torebka kotek/piesek (12 szt. w op.) 994701;0;5;5
1168;Torebka dla dziewczynki 953388;16;44;28
5418;Torebka Cekin Średnia /12 w op./ ;96;4;-92
5419;Torebka Cekin Mała /12 opakowanie/;0;2;2
931;Torebka 3D 112968;8;8;0
794;Torebka 123315, 123100;12;17;5
907;Torebka 123278, 112906;1;4;3
977;Torebka 123223;9;9;0
988;Torebka 123193;11;7;-4
997;Torebka 112944, 12999, 112913, 123285, 123261, 113019;28;32;4
70884;Torebka 109044;49;16;-33
5666;Torebka - box prezentowy 23/16/11 135523;24;24;0
4309;TOREBKA;0;18;18
4289;TOREBKA;0;15;15
3000;Tor wyścigowy /961134/;0;0;0
1517;Tor fluorescencyjny z autem elektr., 165 el. 399168;0;5;5
3982;Tor fluoresc., auto. św., 80 el. 394941;0;2;2
83;TOR FLUORESC. Z ELAST.KLOCKÓW, AUTO, 96 EL. 399687;0;0;0
3808;Tor fluoresc. z elast. klocków, auto 96 el. 399687;0;0;0
5587;Tor dla autek 120 el.819304;0;10;10
5272;Tor dla autek  /963332 / ;5;11;6
4065;Tor Dinozaur  /086190/;0;0;0
140;Toaletka ze światłem i muzyką BO 309423;0;0;0
145;Toaletka z Akcesoriami - światło i muzyka 310412;0;0;0
707;To tu pasuje - kolory - słonik balonik 301386;5;7;2
2186;TIR+PRZYCZ.+ ZWIERZĘTA/DINOZAURY /127,394/  993127,394;0;0;0
979;TIR z lawetą dwupoziomowa + 4 autka103321;0;0;0
910;TIR z lawetą + 4 autka233575;44;44;0
1757;TIR LAWETA + 5 AUTEK /92793/NC                  992793;0;0;0
1661;TIR Czerwony 49cm 300674;13;17;4
15649;TIR;2;1;-1
118;TERMOMETR DO KĄPIELI RYBKA /PB1716/              08500;24;24;0
4391;TELEFONIK NA BATERIE                            110212;0;20;20
4417;TELEFON805970, 964876, 797022;8;45;37
804;Telefon rozsuwany 398703;39;64;25
4415;Telefon na baterie802443;2;8;6
2099;Telefon na baterie z nagrywaniem 806298;52;95;43
4018;Telefon na baterie 815153;29;0;-29
213;Telefon na baterie 540253;0;43;43
5603;Telefon na baterie 434996;0;0;0
2709;Telefon na baterie 356243;0;4;4
661;"TELEFON KOMÓRKOWY ""PRINCESS""  /D666905/         291481";0;0;0
3902;TELEFON KOM.Z KORALIKAMI /TA7768/  2WZ.         000614;0;0;0
978;TELEFON KOM.T618 W PUD. /MPH35704/ 357042;0;0;0
5546;Telefon dla malucha 103171;0;0;0
2715;Telefon dla dziewczynkiMPJ05322, 398697;0;0;0
14485;TELEFON BLISTER Z LALKą;0;0;0
5;TARCZA Z RZUTKAMI /7839828/                     398286;0;0;0
5157;Tarcza rzutki magnetyczne 301397;0;1;1
11879;Tamburino 340138;14;10;-4
2473;TACZKA /HEM/                                    005371;0;8;8
15651;Taczka;0;1;1
5035;Taczka;0;4;4
15042;Taczka;10;8;-2
712;Tabliczka mnożenia - uczę się w mig 301492;6;7;1
3043;TABLICA ZNIKOPIS Z MISIEM /346166/              461665;0;0;0
2202;TABLICA ZNIKOPIS SŁOŃ /220031/                  200319;0;0;0
5116;Tablica znikopis 969495;0;25;25
1770;Tablica znikopis 877745;19;21;2
4392;TABLICA MULTIMUZYCZNA  070301;0;13;13
1877;Tablica magnetyczna z literkami 403057;20;20;0
3112;Tablica magnetyczna /122387/;13;15;2
5106;Tablica magnetyczna   304886/877738/;0;0;0
2241;Tablica Dobrego Zachowania 300303;7;9;2
654;Tablica dobrego zachowania - biała 301676;1;1;0
33243;Tablica do pisania-Ekologic;1;2;1
3389;Tablica do kosza 410487;21;21;0
2013;Tablet zabawka /808704/;0;0;0
74481;Tablet edukacyjny QC1059PL 423226;28;45;17
143;Tablet Edukacyjny 310429;0;2;2
5585;Świecący tor wyścigowy 966085;7;19;12
1522;Świecące okulary mix /display 80szt/ 205260;0;0;0
106;Świecące naszyjniki, w.box 12szt z bateriami /397386/;6;7;1
202;Świecące bransoletka mix /display 80szt/205253;159;159;0
4422;Świderek plastikowy 12szt 808155;2;60;58
4424;Świderek plastikowy /12szt/808100;84;0;-84
5139;Świderek plastikowy / 12 szt. w op./ 871170;96;207;111
4423;Świderek plastikowy  /12szt/ 806892, 871170;0;0;0
4119;Świderek 983729;278;350;72
4899;Świderek 983712;0;0;0
744;ŚMIGUSÓWKA ŻABKA  /OP.25SZT./;0;0;0
70746;Śmigusówka Rybka 11cm /OP.25SZT./;0;25;25
70743;Śmigusówka Jajko Max 11cm /OP.25SZT/;75;0;-75
741;ŚMIGUSÓWKA JAJKO MAŁE  /OP.25SZT./;0;0;0
70742;Śmigusówka Jajko Duże 9cm /OP.25SZT/;0;250;250
171;ŚMIGUSOWKA SŁONIK  /OPK.25SZT/;0;0;0
1761;Śmigłowiec ze światłem i dźwiękiem 309935;15;15;0
71274;"Śmigłowiec wojskowy ""Alfa"" (w pudełku) (PL) 068750";5;5;0
71270;"Śmigłowiec strażacki ""Alfa"" (w pudełku) 068651";3;4;1
71271;"Śmigłowiec ratowniczy ""Alfa"" (w pudełku) 068668";8;10;2
71272;"Śmigłowiec policyjny ""Alfa"" (w pudełku) (PL) 068705";7;8;1
2569;ŚMIGŁO ZE ŚWIATŁEM /Q1268/ BLISTER              101436;0;0;0
465;Śmieciarka, światło, dźwięk /394521/;0;0;0
4499;Śmieciarka 993172,  236654;4;8;4
15652;Śmieciarka;2;1;-1
221;Szybkie Auta Metal RC /display 4szt/300650;0;0;0
5530;Sznurki do wózka, 4wz 201408;0;25;25
1902;Sznurki do wózka , 4 wz. /033566/;0;10;10
1904;Sznur do wózka 814736;30;3;-27
1606;Szkicownik Psi Patrol 083759;14;16;2
5282;Szczęka nakręcana /12szt display/127603, 144747;0;63;63
1310;SZALONA KULA B/O.W PUDEŁKU /MPI18470/184709;7;8;1
1308;SZALONA KULA B/O.W FOLII  /L318/          40357,096394;0;0;0
211;Szachy małe 301614;0;0;0
1148;SZACHY DREWNO  /Q1550/                          108169;0;0;0
1735;Szachy + Warcaby 2 w 1   J. Polski   /814293/;3;3;0
72544;Sygnałowy pistolet świecący rf223-1;0;77;77
73329;Sygnałowy Pistolet podnóżek LX7811 /70cm/ 281238;0;52;52
70765;Sygnałowy pistolet LX7322;12;7;-5
72543;Sygnałowy pistolet LX6511;72;129;57
72541;Sygnałowy pistolet LX3688;8;12;4
71764;Sygnałowy pistolet 585;0;45;45
70993;Sygnałowy pistolet 2057-1B;0;14;14
72540;Sygnałowy pistolet 20103-1;0;26;26
72542;Sygnałowy pistolet 140-1;36;73;37
70906;Sygnałowy pistolet 1208-2A 724613;43;15;-28
75514;Sygnałowy pistolet 961148;0;5;5
75513;Sygnałowy pistolet 958605;168;282;114
75518;Sygnałowy pistolet 653661;0;20;20
75516;Sygnałowy pistolet 595955;14;28;14
75517;Sygnałowy pistolet 588636;0;10;10
75519;Sygnałowy pistolet 311233;0;49;49
75515;Sygnałowy pistolet 00568331;1;0;-1
2792;SUSZARKA NA BATERIE +AKC. /118275/ TORBA  18278,182753;0;0;0
5164;Superbohaterowie /display 6szt/ 300100;22;32;10
4348;SUKIENKA DLA LALKI;0;2;2
2559;STRZELBA Z LUNETA NA STRZAŁKI /381962/ BC       819626;0;1;1
5169;Strzelba 993905;0;0;0
5052;Strzelba;0;1;1
334;STRÓJ POLICJANTA  /004025/                      615042;0;0;0
1174;Strażak Sam Skuter  007029;0;0;0
1114;Strażak sam;0;0;0
4561;Straż pożarna metal 014058;0;11;11
34213;Straż pożarna 300064;0;4;4
4508;STRAŻ POŻARNA  / 8797473/;0;0;0
15650;Straż Pożarna;1;1;0
72301;Straż na baterie B938A 747569;2;30;28
5597;Stół+krzesła 145553;0;5;5
5293;Stół + krzesła /075874/;0;3;3
5560;Stolik z krzesłami 756623;0;8;8
5276;Stemple/127634/;0;0;0
1276;Stemple roller 127641;15;19;4
1632;Stemple 6 sztuk 134991;9;9;0
4110;Stemple 135615;0;5;5
4109;Stemple 135608;0;0;0
4108;Stemple 135592;0;0;0
2169;Stemple 127658;2;6;4
5284;Stemple 127627;1;9;8
4117;Stemple 081493;0;0;0
2166;Stempelki 145546;5;8;3
1050;STATEK PIRATÓW NO.12602 /G057134/               960089;0;0;0
2758;Statek piracki 598462;8;10;2
923;Statek na baterie 939061;13;14;1
75229;Spychacz 00455686;0;10;10
1195;Sprzątanko Gra 3D 301195;3;3;0
1964;SPRZĄTACZKA ZESTAW WKSZ.W WORKU /027681/        616353;0;5;5
4464;Sprężyna ze światłem 393210, 982760;0;49;49
811;SPRĘŻYNA Z GWIAZDKAMI 6,5CM 56784,926658;252;296;44
739;Sprężyna tęczowa gwiazdka 245639;340;352;12
812;SPRĘŻYNA TĘCZOWA 8CM 42026,447514,398772,475197;45;230;185
5151;Sprężyna tęczowa 808650;0;0;0
151;Sprężyna tęczowa 966535;464;446;-18
1700;Sprężyna tęczowa 370515;97;141;44
2304;Sprężyna jednorożec 7,5cm 311266;3;62;59
2989;Sprężyna 8 cm967587;244;299;55
1647;Sprężyna 976882;0;35;35
1363;Sprężyna 136513;0;0;0
5177;Spłonka x 72;485;0;-485
3333;SPŁONKA POJEDYNCZA /CAP121/               262520;0;1433;1433
825;Spiner /969567/968744/;0;34;34
5122;Spiner;0;72;72
5288;Sorter dla malucha123872, 127283;1;5;4
75500;Słoń Staś różowy niebieski 26 cm 047298;0;4;4
1;SŁOŃ DO ROZKRĘCANIA W WORKU /870043/700431;4;5;1
5286;Słonik na baterie 126996;2;6;4
2392;Slimy Miśki /display 12szt/967488;144;241;97
2028;Slimy Dino /display 12szt/967679;150;144;-6
2390;Slimy Buźki /display 12szt/967372;199;220;21
2219;Slime Owocowy Bańki /display 8szt/ 311136;24;40;16
121;SKRZYDŁA ANIOŁA+RÓŻDŻKA,KORONA /ZR3374/         074738;25;11;-14
3357;SKRZYDŁA ANIOŁA  /ZRN11077/                     051348;0;0;0
1136;Skojarzenia Pamięć /003284/;0;0;0
10455;SKARBONKA ŚWINKA /10 szt. w op./;54;39;-15
4457;SKAKANKA Z LICZNIKIEM                           830635;7;52;45
5132;Skakanka sznurkowa 101474;2;12;10
10102;Skakanka kolorowa 009890;1;7;6
4544;Skakanka ;0;23;23
15036;Skaczący pająk czarny /10szt w op/;292;362;70
2353;Siatka do piłki X25;0;150;150
70702;Saszetka 11309-1 130912;23;13;-10
3719;SANKI-ŁOPATA  /ST/;5;5;0
693;SAMOLOT STYROPIANOWY W FOLII  09553335 szt. w pudełku;25;0;-25
2210;Samolot styropianowy 3 kol, USB 311228;20;20;0
2235;Samolot Styropian 009087;88;93;5
5118;Samolot na baterie 215184;0;7;7
5287;Samolot na baterie  /125944/;0;20;20
4405;SAMOLOT NA BATERIE                             871569;0;8;8
1630;SAMOLOT NA BATERIE-PODWIESZANY /MPB80650/       806502;0;2;2
5025;Samolot na baterie;0;12;12
1024;Samolot 43cm .św/dźw. w worku  /248171/          481718;0;3;3
3010;Samolot 959321;729;678;-51
3381;Samochód ze światłem i dźwiękiem 123753;24;24;0
4022;Samochód ze światłem i dźwiękiem   /015973/;8;8;0
2456;Samochód z otwieranymi drzwiami /disp. 12 szt./ 202313;3;11;8
2323;Samochód wyścigowy 300711;9;26;17
2598;Samochód terenowy r/c,ff, ładowarka /SA6144R/394804/;0;0;0
1939;Samochód sportowy r/c, ff 397294;0;0;0
2851;Samochód sportowy r/c , ff 397836;1;1;0
3154;Samochód przewrotka 776676;5;12;7
2517;Samochód policja na baterie 867053;0;57;57
5197;Samochód pod kloszem, św, dzw 392121;0;0;0
1976;Samochód pod kloszem 200487;0;9;9
71386;Samochód osobowy z przyczepą (w siatce) 053688;6;6;0
71385;Samochód osobowy (w siatce) 053671;1;1;0
5367;Samochód na baterie /810790/ MPE81079X;0;2;2
215;Samochód Metalowy /display 24szt/ 842890;42;52;10
4145;Samochód laweta 8953145 ;0;5;5
4134;Samochód laweta 822731;0;0;0
71287;"Samochód Jeep ""Wojaż"" 036636";0;2;2
71286;"Samochód Jeep ""Safari"" 036643";0;2;2
4011;Samochód holownik 921284;0;0;0
5537;Samochód ciężarówy friction z naczepą, św 202863;0;6;6
4327;Samochód B&GO 300834;5;54;49
4335;Samochód 18cm B&GO 300704;1;11;10
71381;"Samochód ""Legion"" Nr4 (czarny) 076014";10;10;0
71384;"Samochód ""Legion"" Nr2 (czerwony) 076113";10;16;6
5594;Samochód 809541;13;15;2
71380;"Samochód-pickup wojskowy ""Obrońca"" z 2-ma karabinami maszynowymi 063977";2;5;3
71379;"Samochód-pickup patrolowy ""Obrońca"" 063588";6;6;0
71375;"Samochód-jeep strażacki ""Safari"" (NL) (w siatce) 071095";4;5;1
71378;"Samochód-jeep policyjny ""Safari"" (NL) (w siatce) 071101";5;5;0
5536;Samochodziki, friction /8szt w displayu/ 203396;30;30;0
5379;Samochodziki w worku, frict. 3wz 396358;0;3;3
5316;Samochodzik w displayu, św.,dźw/390721/;0;11;11
5194;Samochodzik metal, x24 003226;0;2;2
5196;Samochody metalowe pullback 393289;0;0;0
36;Samochody metalowe /60szt w displayu/ 202511;0;53;53
108;Samochiki metalowe displ. 36 szt /396365/;0;0;0
10004;Rzutki na rzep bajkowe ;21;22;1
10003;Rzutki na rzep;40;16;-24
4529;Rurka do nurkowania;40;20;-20
4330;Różdżka ze światłem 984160;0;0;0
4343;RÓŻDŻKA 124527;4;14;10
2713;Robot wojownik display 12 szt. 392442;0;0;0
1784;Robot wojownik display 12 399601;0;0;0
5561;Robot tańczący na baterie 152807;0;11;11
5156;Robot tańczący 140817;0;5;5
1787;Robot światło, dźwięk 312478;8;20;12
5107;Robot nowe legendy policji   960681;0;0;0
5141;Robot na blistrze 870777;6;33;27
5329;Robot na blistrze /803044/;0;3;3
5328;Robot na blistrze 802993;0;0;0
4440;ROBOT NA BLISTRZE 009214;0;0;0
5135;Robot na blistrze;0;0;0
3212;Robot na baterie 998457;0;7;7
3193;Robot na baterie 143290;0;6;6
5108;Robot legendy policji  960636;0;0;0
4269;Robot kuchenny na baterie 194692;0;3;3
960;Robot Kuchenny A /960339/;0;0;0
3062;ROBOT KUCHENNY 2WZ. /MPB70864,68/            708646,84;0;0;0
3087;ROBOT EARTH FACTORY /2011-3/ 225877;0;0;0
2691;Robot chodzący - światło, dzwięk 309355;0;1;1
5165;Robot 993134;0;22;22
5073;Robot 572644;0;0;0
93;ROBOT 29CM.CHODZI,OBRÓT /ZR28112A/              075108;0;0;0
2919;"ROBOT ""AMAZING"" 37CM.W BOXIE /TA90921/          001031";1;0;-1
4365;ROBOT 960250, 545920;35;28;-7
2441;Robot 341708;6;18;12
4398;Robot 161274;43;50;7
4396;Robot 161250;0;4;4
3194;Robot 142309;0;7;7
3571;Robot - Wojownik /display 12szt/ 399588;21;24;3
2655;Robot-Pojazd-Transrobot /display 8szt/ 301367;57;62;5
2220;Rękawki szkoła pływania 456430;12;12;0
1230;Rękawice Bokserskie 301724;8;8;0
198;"RESORAKI METAL ""10""  /FW-9910/                  004272";0;0;0
70461;Renifer pluto;24;4;-20
1676;Renifer /142986/;0;0;0
70460;Renifer;24;14;-10
1137;Remiza strażacka /133109/;0;2;2
4509;RAKIETKI   /348332/;0;4;4
3292;RAKIETA DO TENISA W POKROWCU /PG3174/           831748;19;19;0
1060;Quizy Trolls    /609659/;0;0;0
890;Quad metal 12 szt. display 8229356;0;1;1
4490;QUAD   /784412/;0;6;6
1307;Puzzle30 zaczarowana melodia 182347;3;3;0
716;Puzzle słówka 4 - godziny 300167;5;5;0
717;Puzzle słówka 3 - ubrania 300204;4;4;0
719;Puzzle słówka 2 - żywność 300211;4;4;0
715;Puzzle słówka 1 - dom 300150;7;7;0
1171;Puzzle Magnetyczne Cyferki  017380;0;0;0
1089;Puzzle drewno /Q3035/132652/;0;0;0
507;Puzzle drewniane zegrar 132669;0;2;2
501;Puzzle drewniane zegar /Q3032/132638/;0;0;0
505;Puzzle drewniane zegar 132645;16;17;1
500;Puzzle Drewnanie /Q3033/132676/;0;0;0
1020;Puzzle Dino ramkowe 25 el śnieżka  /311237/;0;0;0
1021;Puzzle Dino 24el Cars 2  /351332/;0;0;0
1169;Puzzle Dino 24 Roszpunka 351356;0;0;0
1166;Puzzle Dino 24 Planes 351400;2;2;0
1018;Puzzle Dino 24 maxi Jungle Book  /350069/;0;0;0
1164;Puzzle Dino 24 Kubuś 351318;0;0;0
1019;Puzzle Dino 100 xl Planes  /771079/;0;0;0
3573;Puzzle 60el. Rajd z przyjaciółmi 173222;4;4;0
887;Puzzle 60el. Przygody Księżniczki Zosi 173130;3;3;0
1032;Puzzle 60el. Lot dookoła świata 173079;2;5;3
333;Puzzle 60el. Gotowi do akcji 173215;5;6;1
1038;Puzzle 60el. Cars 3 /172973/;0;0;0
1093;Puzzle 60el. Bob i Wendy 173000;0;0;0
1036;Puzzle 60el. Blaze 173055;2;2;0
1217;Puzzle 60el Wesoła Farma 173208;1;2;1
1219;Puzzle 60el gotowi do akcji 173215;0;4;4
1347;Puzzle 60 Słodkich snów 172706;2;2;0
1082;Puzzle 60 przed pałacem /172393/;0;0;0
1123;Puzzle 60 Jak dobrze mieć przyjaciela 172782;3;3;0
1124;Puzzle 60 Finding Dory /084210/;0;0;0
1112;Puzzle 60 el. Wyścig do mety /172843/;2;2;0
1086;Puzzle 60 el. Wspólne wygłupy /172928/;0;0;0
1151;Puzzle 60 el. Wissper mała czarodziejka 173109;1;2;1
1150;Puzzle 60 el. Waleczny Spider Man 173116;1;1;0
1153;Puzzle 60 el. Tokio 172119;3;3;0
1103;Puzzle 60 el. Taniec i muzyka 172966;3;3;0
1154;Puzzle 60 el. Świńka Prppa na balu 73123;0;0;0
1188;Puzzle 60 el. Rodzina Treflików  173086;2;2;0
1027;Puzzle 60 el. Przyjaciele z Krainy Lodu 172751;3;3;0
1346;Puzzle 60 el. Podwodne kucyki 172980;2;2;0
1113;Puzzle 60 el. Podróż na Księżyc 172621;0;0;0
1087;Puzzle 60 el. Najlepsi przyjaciele /173093/;0;0;0
1152;Puzzle 60 el. Miki i Minnie w ogrodzie 1172850;2;2;0
1155;Puzzle 60 el. Finding Dory 084210;0;3;3
1081;Puzzle 60 el. Cars 3/172973/;0;0;0
1160;Puzzle 60 el. Cars 084012;3;3;0
1192;Puzzle 60 el Wędrówka Dinozaurów 173192;2;2;0
1345;Puzzle 60 el Niespodzianka dla Elsy 173147;2;2;0
1157;Puzzle 60 el Frozen Adventure 084357;0;0;0
1158;Puzzle 60 el Elena di Avalor 269709;0;0;0
1156;Puzzle 60 Avengers 084159;0;0;0
1046;Puzzle 500el. Śpiące kotki 372717;0;0;0
1045;Puzzle 500el. Misie polarne  /372700/;0;0;0
1051;Puzzle 500el. Machu Picchu  /372601/;0;0;0
1224;Puzzle 500el Pora na lody 372724;0;0;0
1125;Puzzle 500 POSITANO WŁOCHY    /371451/;0;0;0
1176;Puzzle 500 Panorama, Kotor Czarnogóra 295061;1;2;1
1177;Puzzle 500 Panorama Puszysta Ekipa 295047;1;2;1
1191;Puzzle 500 Panorama Archipelag Lofoty 295009;1;0;-1
1102;Puzzle 40 Floor shimmer and shine /254514/;0;1;1
1010;Puzzle 3w1 Zosia i jej przyjaciele   /348149/;0;0;0
1009;Puzzle 3w1 Zabawy w szkole  /348132/;0;0;0
1012;Puzzle 3w1 Uwaga Duchy   /341454/;0;0;0
1008;Puzzle 3w1 Tomek rusza do akcji  /348217/;0;0;0
1011;Puzzle 3w1 Słodkie kotki   /348095 /;0;0;0
1013;Puzzle 3w1 Po wyścigu   /348194/;0;0;0
1109;Puzzle 3w1 Magia przyjaźni /348231/;0;0;0
1007;Puzzle 3w1 Cars 3   /348200/;0;0;0
1260;Puzzle 30el. Wesoło naprzód 182101;1;2;1
1000;Puzzle 30el. Uwolnij Magię 182255;2;2;0
1254;Puzzle 30el. Roszpunka Merida Arielka Śnieżka 181722;3;3;0
1029;Puzzle 30el. Przyjaciele przed hangarem  /182262/;2;2;0
55;Puzzle 30el. Magiczny świat 182361;5;5;0
76;Puzzle 30el. Gotowi by pomagać 182446;8;9;1
1003;Puzzle 30el Wesoło Naprzód   /182132/;0;0;0
1004;Puzzle 30el Tort urodzinowy  182118;0;1;1
1002;Puzzle 30el Strażak Sam 182132;1;2;1
1301;Puzzle 30el Ryder i przyjaciele 182392;6;6;0
1306;Puzzle 30el Niezwykły Świat Wissper 182323;2;2;0
1303;Puzzle 30el Cars 3 182156;2;2;0
1001;Puzzle 30el Cars 3  /122156/;0;0;0
1044;Puzzle 300el. Tęten kopyt;0;0;0
1110;Puzzle 30 na stacji benzynowej 181371;1;1;0
1162;Puzzle 30 el. zwycięska drużyna 182330;4;4;0
128;Puzzle 30 el. Złomek i Zygzak 182064;1;1;0
1097;Puzzle 30 el. Zabawa i przygoda 182279;0;0;0
1820;Puzzle 30 el. Wyścig na torach 182309;4;7;3
1111;Puzzle 30 el. Wizyta w kurniku 181951;0;1;1
1190;Puzzle 30 el. Przyjaciele na zawsze  182248;4;4;0
1083;Puzzle 30 el. pachnące róże 18196;4;4;0
1085;Puzzle 30 el. nowe wezwanie 182149;0;1;1
1159;Puzzle 30 el. Mickey 085149;0;0;0
1099;Puzzle 30 el. maxi Princesw 2 /074372/;1;1;0
1186;Puzzle 30 el. List do Księcia  181166;3;3;0
1313;Puzzle 30 el. Kąpiel Prosiaczka 181982;0;1;1
1161;Puzzle 30 el. Frozen 085040;0;0;0
3206;Puzzle 30 el. Dzielna drużyna 182293;6;6;0
1104;Puzzle 30 el. Dołącz do zabawy 182163;3;5;2
1311;Puzzle 30 el. Bella i Kopciuszek 182231;1;1;0
1187;Puzzle 30 el. Balia  181258;0;0;0
1216;PUZZLE 30 BEZTROSKA ZABAWA182316;6;7;1
1041;Puzzle 2w1+memos Przyjaźń to magia /906011/;0;0;0
1037;Puzzle 2w1+memos Podniebni bohaterowie /906356/;0;0;0
1057;Puzzle 260el. Sweet 132151;1;1;0
1340;Puzzle 260 Gala of winners 132397;3;3;0
1055;Puzzle 200el. Wenecja Włochy;1;1;0
1039;Puzzle 200el. Marinnette i Adrien 132267;0;0;0
1053;Puzzle 2000el. Doha Katar  /270846/;0;0;0
1181;Puzzle 200 el. Urodzony Bohater132359;0;0;0
1092;Puzzle 2 w 1 + memos Disney Cars 3 /90706/;0;0;0
1222;Puzzle 2 1000 Platinum collection 393985;0;0;0
1028;Puzzle 160el. Zimowe przygody 153446;0;0;0
1052;Puzzle 160el. Farmer Miki /153378/;0;0;0
1040;Puzzle 160el. Cars 3  /153392/;0;0;0
1209;Puzzle 160el w ogrodzie 153613;2;2;0
1208;Puzzle 160el Gotowi do pomocy 153637;0;2;2
1316;Puzzle 160 Spider Man na ratunek 153576;1;1;0
1320;Puzzle 160 el. Zaufaj sobie 153453;3;3;0
1314;Puzzle 160 el. Walczące Tyranozaury 153606;2;2;0
1321;Puzzle 160 el. Vaiana na fali 153347;1;1;0
1335;Puzzle 160 el. Spiderman w pogoni za złoczyńcą 153194;0;0;0
1333;Puzzle 160 el. Popołudniowy spacer 153316;0;0;0
1317;Puzzle 160 el. Pidżamersi kontra złoczyńcy 153538;2;3;1
1318;Puzzle 160 el. Ostateczna walka 153408;2;2;0
1315;Puzzle 160 el. Modna Barbie 153620;2;2;0
1336;Puzzle 160 Auta 2 kolaż 152166;1;2;1
1043;Puzzle 1500el. Tower Bridge nad Tamizą  /261400/;0;0;0
1042;Puzzle 1500el. Portret Lwa  /261394/;0;0;0
1223;Puzzle 1500el 316342;0;0;0
879;Puzzle 1500 el Tygrys 318063;0;0;0
846;Puzzle 100el. Zabawa w chowanego 162509;2;2;0
1034;Puzzle 100el. Świat Barbie   /163148/;0;0;0
1090;Puzzle 100el. Shimmer and Shine /072569/;0;0;0
1185;Puzzle 100el. Przyjaciółki162288;1;2;1
1033;Puzzle 100el. Przygoda czeka /163117/;0;0;0
94;Puzzle 100el. Pojazdy strażaka Sama 163544;5;5;0
930;Puzzle 100el. na rolkach 162493;2;2;0
91;Puzzle 100el. Masza i przyjaciele 163704;6;6;0
758;Puzzle 100el. Całusy 162646;3;3;0
950;Puzzle 100el. Bawmy się Toy Story 163568;4;4;0
1006;Puzzle 100el Magia Avaloru 163216;1;1;0
1175;Puzzle 100el bohaterska drużyna 163513;0;0;0
1049;Puzzle 1000el. Wesoły kotek 104486;1;1;0
1048;Puzzle 1000el. Śpiący lew 104479;0;0;0
1061;Puzzle 1000el. Paryż  /394029/;0;0;0
1066;Puzzle 1000el. National Geographic /393107/;0;0;0
1062;Puzzle 1000el. Hoc Waterfall  393855;1;1;0
1047;Puzzle 1000el. Galopujące konie 104462;2;2;0
1226;Puzzle 1000el Paryż o świcie 103946;0;0;0
1228;Puzzle 1000el Nowy Jork o świcie 103939;0;0;0
1065;Puzzle 1000el New York  /393664/;0;0;0
1225;Puzzle 1000el Mapa fizyczna świata 104639;0;3;3
1059;Puzzle 1000 Nowy Jork /102222/;0;0;0
1242;Puzzle 1000 el. Romantic Baśniowa Kraina 104080;2;2;0
1241;Puzzle 1000 el. Plaża Samudra 104615;1;1;0
1240;Puzzle 1000 el. Niebieskie bukiety 104660;0;0;0
1232;Puzzle 1000 el. Koloseum w promieniach słońca 104684;2;2;0
1344;Puzzle 100 Zabawa w parku 163384;0;0;0
1180;Puzzle 100 Walka dobra ze złem163360;1;2;1
1319;Puzzle 100 Sekretny ogród 163490;3;3;0
1121;Puzzle 100 Pidżamersi w akcji 163346;3;6;3
1193;Puzzle 100 Iniemamocni 163506;4;4;0
